RecordNo,Time,ElapsedHrs,Feed Solid Flow,Feed BPL,Feed P80,Feed Solid Fraction,Cyclone Feed Solid Flow,Cyclone Feed BPL,Cyclone Feed P80,Cyclone Feed Solid Fraction,Cyclone Underflow Solid Flow,Cyclone Underflow BPL,Cyclone Underflow P80,Cyclone Underflow Solid Fraction,Ball Mill Discharge Solid Flow,Ball Mill Discharge BPL,Ball Mill Discharge P80,Ball Mill Discharge Solid Fraction,Output Slurry Solid Flow,Output Slurry BPL,Output Slurry P80,Output Slurry Solid Fraction,Process Water Solid Flow,Process Water Solid Fraction
236,11:00:00.000,59.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
237,11:16:00.000,59.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
238,11:30:00.000,59.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
239,11:46:00.000,59.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
240,12:00:00.000,60.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
241,12:16:00.000,60.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
242,12:30:00.000,60.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
243,12:46:00.000,60.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
244,13:00:00.000,61.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
245,13:16:00.000,61.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
246,13:30:00.000,61.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
247,13:46:00.000,61.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
248,14:00:00.000,62.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
249,14:16:00.000,62.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
250,14:30:00.000,62.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
251,14:46:00.000,62.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
252,15:00:00.000,63.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
253,15:16:00.000,63.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
254,15:30:00.000,63.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
255,15:46:00.000,63.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
256,16:00:00.000,64.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
257,16:16:00.000,64.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
258,16:30:00.000,64.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
259,16:46:00.000,64.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
260,17:00:00.000,65.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
261,17:16:00.000,65.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
262,17:30:00.000,65.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
263,17:46:00.000,65.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
264,18:00:00.000,66.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
265,18:16:00.000,66.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
266,18:30:00.000,66.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
267,18:46:00.000,66.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
268,19:00:00.000,67.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
269,19:16:00.000,67.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
270,19:30:00.000,67.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
271,19:46:00.000,67.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
272,20:00:00.000,68.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
273,20:16:00.000,68.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
274,20:30:00.000,68.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
275,20:46:00.000,68.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
276,21:00:00.000,69.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
277,21:16:00.000,69.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
278,21:30:00.000,69.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
279,21:46:00.000,69.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
280,22:00:00.000,70.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
281,22:16:00.000,70.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
282,22:30:00.000,70.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
283,22:46:00.000,70.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
284,23:00:00.000,71.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
285,23:16:00.000,71.267,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
286,23:30:00.000,71.500,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
287,23:46:00.000,71.767,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
288,00:00:00.000,72.000,462.61,60.402,611.9,54.74,953.27,60.864,267.45,40,490.67,61.3,578.06,68,490.67,61.3,136.63,68,462.61,60.402,138.05,27.841,0,0
289,00:16:00.000,72.267,544.16,69.865,374.75,54.779,1146.7,70.114,227.44,39.999,602.53,70.34,344.7,68,602.53,70.34,136.78,68,544.11,69.865,147.09,27.471,0,0
290,00:30:00.000,72.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.61,70.34,344.7,68,602.61,70.34,136.79,68,544.16,69.865,147.09,27.472,0,0
291,00:46:00.000,72.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.17,69.865,147.09,27.473,0,0
292,01:00:00.000,73.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
293,01:16:00.000,73.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
294,01:30:00.000,73.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
295,01:46:00.000,73.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
296,02:00:00.000,74.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
297,02:16:00.000,74.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
298,02:30:00.000,74.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
299,02:46:00.000,74.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
300,03:00:00.000,75.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
301,03:16:00.000,75.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
302,03:30:00.000,75.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
303,03:46:00.000,75.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
304,04:00:00.000,76.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
305,04:16:00.000,76.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
306,04:30:00.000,76.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
307,04:46:00.000,76.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
308,05:00:00.000,77.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
309,05:16:00.000,77.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
310,05:30:00.000,77.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
311,05:46:00.000,77.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
312,06:00:00.000,78.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
313,06:16:00.000,78.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
314,06:30:00.000,78.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
315,06:46:00.000,78.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
316,07:00:00.000,79.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
317,07:16:00.000,79.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
318,07:30:00.000,79.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
319,07:46:00.000,79.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
320,08:00:00.000,80.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
321,08:16:00.000,80.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
322,08:30:00.000,80.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
323,08:46:00.000,80.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
324,09:00:00.000,81.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
325,09:16:00.000,81.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
326,09:30:00.000,81.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
327,09:46:00.000,81.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
328,10:00:00.000,82.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
329,10:16:00.000,82.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
330,10:30:00.000,82.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
331,10:46:00.000,82.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
332,11:00:00.000,83.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
333,11:16:00.000,83.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
334,11:30:00.000,83.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
335,11:46:00.000,83.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
336,12:00:00.000,84.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
337,12:16:00.000,84.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
338,12:30:00.000,84.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
339,12:46:00.000,84.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
340,13:00:00.000,85.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
341,13:16:00.000,85.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
342,13:30:00.000,85.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
343,13:46:00.000,85.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
344,14:00:00.000,86.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
345,14:16:00.000,86.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
346,14:30:00.000,86.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
347,14:46:00.000,86.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
348,15:00:00.000,87.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
349,15:16:00.000,87.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
350,15:30:00.000,87.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
351,15:46:00.000,87.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
352,16:00:00.000,88.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
353,16:16:00.000,88.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
354,16:30:00.000,88.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
355,16:46:00.000,88.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
356,17:00:00.000,89.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
357,17:16:00.000,89.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
358,17:30:00.000,89.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
359,17:46:00.000,89.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
360,18:00:00.000,90.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
361,18:16:00.000,90.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
362,18:30:00.000,90.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
363,18:46:00.000,90.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
364,19:00:00.000,91.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
365,19:16:00.000,91.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
366,19:30:00.000,91.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
367,19:46:00.000,91.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
368,20:00:00.000,92.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
369,20:16:00.000,92.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
370,20:30:00.000,92.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
371,20:46:00.000,92.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
372,21:00:00.000,93.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
373,21:16:00.000,93.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
374,21:30:00.000,93.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
375,21:46:00.000,93.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
376,22:00:00.000,94.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
377,22:16:00.000,94.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
378,22:30:00.000,94.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
379,22:46:00.000,94.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
380,23:00:00.000,95.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
381,23:16:00.000,95.267,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
382,23:30:00.000,95.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
